id,text,InformationType_label,ProcessedText
2853,Looking for a career change? Working with Accounting Principals has perks http://t.co/Kq5ImxBGf0 @acctprincipals,0,looking for a career change? working with accounting principals has perks http://t.co/kq5imxbgf0 @acctprincipals
2021,So Im starting this new job at a news station the same day SmackDown is in town. Holding out hope someone shows ip to promote on my 1st day,1,so im starting this new job at a news station the same day smackdown is in town. holding out hope someone shows ip to promote on my 1st day
6509,I havent openly talked about this but 5 months back I was let go from a position I moved from NY to LA for (after 1 month). I was heartbroken &amp; felt pessimistic about the idea of loving what you do &amp; that I a recent college grad could be successful in the workplace...,0,i havent openly talked about this but 5 months back i was let go from a position i moved from ny to la for (after 1 month). i was heartbroken &amp; felt pessimistic about the idea of loving what you do &amp; that i a recent college grad could be successful in the workplace...
148,I then walked out the same job I got rehired at... I feel kinda guilty,0,i then walked out the same job i got rehired at... i feel kinda guilty
1084,I am looking for a UI UX designer for a Perm FTE position in #Sacramento Do you know anyone? Reach out to me. 916-403-4076 #ITjobs #looking…,0,i am looking for a ui ux designer for a perm fte position in #sacramento do you know anyone? reach out to me. 916-403-4076 #itjobs #looking…
2943,Same day call interview and Hire! Thank You Jesus! I will officially have a teaching position this upcoming school year!,1,same day call interview and hire! thank you jesus! i will officially have a teaching position this upcoming school year!
2160,Searching for #work in Concord CA? Send your #resume to Volt Workforce Solutions. http://t.co/4Q31onhycN #gethired,0,searching for #work in concord ca? send your #resume to volt workforce solutions. http://t.co/4q31onhycn #gethired
2024,Got fired a few weeks ago for showing up a few minutes late several times. You can ask my boss. Got hired back and put on days. Its cool.,1,got fired a few weeks ago for showing up a few minutes late several times. you can ask my boss. got hired back and put on days. its cool.
4759,Tired of being unemployed especially after searching for so long. All I need is an entry level job people! Come on!,0,tired of being unemployed especially after searching for so long. all i need is an entry level job people! come on!
3219,Got laid off and paid today. W.e. Im in the union I start working in the next 2 days.,1,got laid off and paid today. w.e. im in the union i start working in the next 2 days.
5099,I got fired earlier and as soon as the store closed I went back to ask for my job back and they immediately said yes lol,1,i got fired earlier and as soon as the store closed i went back to ask for my job back and they immediately said yes lol
5700,Ive Now Been Unemployed For Four Months Now. I Cant Start My New Job Until I Get My Fingerprinting Physical &amp; PPD Test Done.,1,ive now been unemployed for four months now. i cant start my new job until i get my fingerprinting physical &amp; ppd test done.
2019,I unknowingly started my new job today so yeah thats great,1,i unknowingly started my new job today so yeah thats great
5018,I GOT A NEW JOB THAT STARTS IN A MONTH JUST INCASE I GET FIRED FROM MY CURRENT JOB BEFORE THAT.,1,i got a new job that starts in a month just incase i get fired from my current job before that.
3306,Got fired today..,0,got fired today..
5191,Might be wise to explore another income stream......because eyan le get laid off any fuckn time.,0,might be wise to explore another income stream......because eyan le get laid off any fuckn time.
6470,today I got a job &amp; today I also lost that job smh,1,today i got a job &amp; today i also lost that job smh
7266,@THEBEST110985 I am currently in between jobs.........used to work for the Postal service but got laid off.,0,@thebest110985 i am currently in between jobs.........used to work for the postal service but got laid off.
1161,Today I got laid off but at least things in this ARG are really heating up. #ingame,0,today i got laid off but at least things in this arg are really heating up. #ingame
4651,I quit my job today...,0,i quit my job today...
7173,Looking for work?  Are you unemployed?  We are now hiring. http://t.co/uwCbHWfUuh http://t.co/ryNj95gBih,0,looking for work?  are you unemployed?  we are now hiring. http://t.co/uwcbhwfuuh http://t.co/rynj95gbih
384,I am looking for some extra help. I am adding an auto repair technician to my workforce. Email me twonutsmessage@gmail.com,0,i am looking for some extra help. i am adding an auto repair technician to my workforce. email me twonutsmessage@gmail.com
3120,today I quit both my jobs accepted Jesus back into my life and quit all hard drugs,0,today i quit both my jobs accepted jesus back into my life and quit all hard drugs
4631,OmG I just got hired at the bank I applied to ha Im quiting my current job thank you jesus thank you lady who interviewed me,1,omg i just got hired at the bank i applied to ha im quiting my current job thank you jesus thank you lady who interviewed me
1440,RT @Neil_ODonnell: Unemployed or looking for a new career path? Discuss options with a certified career coach https://t.co/bVetho3MN1 #jobv…,0,rt @neil_odonnell: unemployed or looking for a new career path? discuss options with a certified career coach https://t.co/bvetho3mn1 #jobv…
594,Did anyone else get hired at the mall for seasonal???,1,did anyone else get hired at the mall for seasonal???
6556,Finally started my new position today at work and man oh man am I happy $,1,finally started my new position today at work and man oh man am i happy $
3970,I just knew I was gone get hired today walk in with positive vibes youll get a positive outcome!,1,i just knew i was gone get hired today walk in with positive vibes youll get a positive outcome!
721,Trying to figure out the job situation. I was fired due to scheduling conflicts. (School). Which is illegal but hey,0,trying to figure out the job situation. i was fired due to scheduling conflicts. (school). which is illegal but hey
927,Got hired  t best buy mobile last week &amp; today I have an interview with FedEx for a customer service rep position! #needthat#,1,got hired  t best buy mobile last week &amp; today i have an interview with fedex for a customer service rep position! #needthat#
5943,Choose a job you love and youll never have to work a day in your life. Were hiring! https://t.co/6X0KNEL5uF https://t.co/ruUw9ga4sD,0,choose a job you love and youll never have to work a day in your life. were hiring! https://t.co/6x0knel5uf https://t.co/ruuw9ga4sd
1995,First day at my new new job &amp; my boss is 10 mins late when I was 10 mins early..Hmm.,1,first day at my new new job &amp; my boss is 10 mins late when i was 10 mins early..hmm.
4761,Apply Today: Are you searching for a Social Media Job? Use The Social Web App. https://t.co/p2cUeub9bH #unemployed #jobs,0,apply today: are you searching for a social media job? use the social web app. https://t.co/p2cueub9bh #unemployed #jobs
722,I have been fired by Pepsi. I tested positive for Coke.,0,i have been fired by pepsi. i tested positive for coke.
26,officially starting may 11 at my new job wooooooo. i got laid off early feb and this new job seems like a step up in a lot of ways.,1,officially starting may 11 at my new job wooooooo. i got laid off early feb and this new job seems like a step up in a lot of ways.
3294,I got fired today and got hired somewhere else with more money 30mins later lol,1,i got fired today and got hired somewhere else with more money 30mins later lol
4100,I just quit my job cause I got hired some where else &amp; I start today YES GAWD!,1,i just quit my job cause i got hired some where else &amp; i start today yes gawd!
2732,#Job #Georgia Trainer Plant Maintenance at http://t.co/MaYS1DgaSa (Cumming GA): SUMMARY: This position is resp... http://t.co/kCxvW9pnDH,0,#job #georgia trainer plant maintenance at http://t.co/mays1dgasa (cumming ga): summary: this position is resp... http://t.co/kcxvw9pndh
